"","X.2","Rk","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","WinorLoss","Year","StreakNo","Count"
"203",42,42,"42","Wednesday May 26","boxscore","ATL","@","CIN","W",4,3,NA,"16-26",5,"11.0","Leon","Eastwick","","2:35","D",25679,"+","W",1976,22,1
"204",43,43,"43","Saturday May 29","boxscore","ATL","","HOU","L",3,4,NA,"16-27",5,"10.5","Niekro","Niekro","Forsch","2:20","N",11238,"-","L",1976,23,1
"205",44,44,"44","Sunday May 30 (1)","boxscore","ATL","","HOU","L",2,5,NA,"16-28",5,"11.5","Griffin","Messersmith","Forsch","2:25","D",0,"--","L",1976,23,1
"206",45,45,"45","Sunday May 30 (2)","boxscore","ATL","","HOU","L",5,16,NA,"16-29",5,"11.5","Rondon","Moret","Pentz","2:49","D",12261,"---","L",1976,23,1
"207",46,46,"46","Monday May 31","boxscore","ATL","","SDP","L",7,10,NA,"16-30",6,"12.5","Folkers","Leon","Metzger","3:00","N",2994,"----","L",1976,23,1
"208",47,47,"47","Tuesday Jun 1","boxscore","ATL","","SDP","W",9,1,NA,"17-30",6,"11.5","Moret","Strom","","2:11","N",2109,"+","W",1976,24,1
"209",48,48,"48","Friday Jun 4","boxscore","ATL","@","MON","W",2,0,NA,"18-30",5,"11.5","Messersmith","Carrithers","","1:57","N",11085,"++","W",1976,24,1
"210",49,49,"49","Saturday Jun 5","boxscore","ATL","@","MON","W",8,0,NA,"19-30",5,"11.5","Ruthven","Kirby","","2:25","N",18230,"+++","W",1976,24,1
"211",50,50,"50","Sunday Jun 6","boxscore","ATL","@","MON","W",14,8,NA,"20-30",5,"11.5","Devine","Dunning","","2:50","D",12063,"++++","W",1976,24,1
"212",52,51,"51","Tuesday Jun 8","boxscore","ATL","@","CHC","W",7,3,NA,"21-30",5,"11.0","Niekro","Burris","Devine","2:32","D",10893,"+++++","W",1976,24,1
"213",53,52,"52","Wednesday Jun 9","boxscore","ATL","@","CHC","W",2,0,NA,"22-30",5,"11.0","Messersmith","Coleman","","2:07","D",9452,"++++++","W",1976,24,1
"214",54,53,"53","Thursday Jun 10","boxscore","ATL","@","CHC","L",6,7,NA,"22-31",5,"12.0","Renko","Ruthven","Zamora","2:29","D",6987,"-","L",1976,25,1
"215",55,54,"54","Friday Jun 11","boxscore","ATL","","PIT","L",2,6,NA,"22-32",5,"13.0","Candelaria","Moret","Moose","2:20","N",13687,"--","L",1976,25,1
"216",56,55,"55","Saturday Jun 12","boxscore","ATL","","PIT","L",2,4,11,"22-33",5,"13.0","Moose","Devine","Tekulve","3:05","N",20117,"---","L",1976,25,1
"217",57,56,"56","Sunday Jun 13","boxscore","ATL","","PIT","L",5,6,NA,"22-34",5,"13.5","Demery","Leon","Moose","2:36","D",15656,"----","L",1976,25,1
"218",58,57,"57","Monday Jun 14","boxscore","ATL","@","STL","W",5,2,NA,"23-34",5,"13.5","Messersmith","McGlothen","","2:12","N",13084,"+","W",1976,26,1
"219",59,58,"58","Tuesday Jun 15","boxscore","ATL","@","STL","W",5,4,NA,"24-34",5,"13.5","Ruthven","Rasmussen","Beard","2:30","N",18422,"++","W",1976,26,1
"220",60,59,"59","Wednesday Jun 16","boxscore","ATL","@","STL","L-wo",3,4,NA,"24-35",5,"13.5","Hrabosky","Beard","","2:50","N",10607,"-","L",1976,27,1
"221",61,60,"60","Friday Jun 18","boxscore","ATL","","CHC","L",4,6,NA,"24-36",5,"13.5","Reuschel","Morton","Knowles","2:40","N",9549,"--","L",1976,27,1
"222",62,61,"61","Saturday Jun 19 (1)","boxscore","ATL","","CHC","W",9,3,NA,"25-36",5,"13.0","Messersmith","Burris","","2:41","N",0,"+","W",1976,28,1
"223",63,62,"62","Saturday Jun 19 (2)","boxscore","ATL","","CHC","W",12,5,NA,"26-36",5,"13.0","Niekro","Coleman","","2:31","N",22055,"++","W",1976,28,1
"224",64,63,"63","Sunday Jun 20","boxscore","ATL","","CHC","W",5,0,NA,"27-36",5,"12.0","Ruthven","Renko","","2:13","N",11647,"+++","W",1976,28,1
"225",65,64,"64","Monday Jun 21","boxscore","ATL","","HOU","W",11,9,NA,"28-36",5,"12.0","Sosa","Pentz","","3:10","N",4821,"++++","W",1976,28,1
"226",66,65,"65","Tuesday Jun 22","boxscore","ATL","","HOU","L",7,9,NA,"28-37",5,"13.0","Pentz","LaCorte","Forsch","3:09","N",5563,"-","L",1976,29,1
"227",67,66,"66","Wednesday Jun 23 (1)","boxscore","ATL","","MON","W",5,2,NA,"29-37",5,"11.5","Messersmith","Dunning","","2:12","N",0,"+","W",1976,30,1
"228",68,67,"67","Wednesday Jun 23 (2)","boxscore","ATL","","MON","W",3,0,NA,"30-37",5,"11.5","Niekro","Fryman","","2:05","N",12124,"++","W",1976,30,1
"229",69,68,"68","Thursday Jun 24","boxscore","ATL","","MON","W",2,1,NA,"31-37",4,"10.5","Ruthven","Stanhouse","","2:17","N",7730,"+++","W",1976,30,1
"230",70,69,"69","Friday Jun 25","boxscore","ATL","@","SDP","W",4,1,NA,"32-37",4,"10.5","Moret","Freisleben","Marshall","2:16","N",11569,"++++","W",1976,30,1
"231",71,70,"70","Saturday Jun 26 (1)","boxscore","ATL","@","SDP","L",7,9,NA,"32-38",4,"10.0","Metzger","Marshall","","2:20","N",0,"-","L",1976,31,1
"232",72,71,"71","Saturday Jun 26 (2)","boxscore","ATL","@","SDP","W",7,3,NA,"33-38",4,"10.0","Niekro","Spillner","","2:06","N",27179,"+","W",1976,32,1
"233",73,72,"72","Sunday Jun 27","boxscore","ATL","@","SDP","L-wo",2,3,NA,"33-39",4,"11.0","Strom","Messersmith","","2:05","D",6947,"-","L",1976,33,1
"234",74,73,"73","Monday Jun 28","boxscore","ATL","@","LAD","L",2,5,NA,"33-40",4,"12.0","Rhoden","Ruthven","Hough","2:23","N",21386,"--","L",1976,33,1
"235",75,74,"74","Tuesday Jun 29","boxscore","ATL","@","LAD","L",1,2,NA,"33-41",5,"13.0","John","Moret","Sosa","2:27","N",40366,"---","L",1976,33,1
"236",76,75,"75","Wednesday Jun 30","boxscore","ATL","@","LAD","W",8,3,NA,"34-41",4,"12.0","Niekro","Hooton","Marshall","2:31","N",22852,"+","W",1976,34,1
"237",77,76,"76","Friday Jul 2","boxscore","ATL","@","SFG","W",7,2,NA,"35-41",5,"10.5","Messersmith","Montefusco","","2:31","N",6689,"++","W",1976,34,1
"238",78,77,"77","Saturday Jul 3","boxscore","ATL","@","SFG","W",4,0,NA,"36-41",4,"10.5","Ruthven","D'Acquisto","","2:27","D",5084,"+++","W",1976,34,1
"239",79,78,"78","Sunday Jul 4","boxscore","ATL","@","SFG","L",2,3,NA,"36-42",4,"11.5","Dressler","LaCorte","Moffitt","2:16","D",8693,"-","L",1976,35,1
"240",80,79,"79","Monday Jul 5","boxscore","ATL","","PIT","W",8,6,NA,"37-42",4,"11.5","Dal Canton","Hernandez","Marshall","2:37","N",48467,"+","W",1976,36,1
"241",81,80,"80","Tuesday Jul 6","boxscore","ATL","","PIT","W",4,2,NA,"38-42",4,"11.5","Messersmith","Rooker","Marshall","2:22","N",12448,"++","W",1976,36,1
"242",82,81,"81","Wednesday Jul 7","boxscore","ATL","","PIT","L",7,9,NA,"38-43",4,"12.5","Reuss","Ruthven","Moose","2:42","N",11480,"-","L",1976,37,1
"243",83,82,"82","Thursday Jul 8","boxscore","ATL","","NYM","L",2,5,NA,"38-44",5,"13.0","Seaver","LaCorte","","2:21","N",10522,"--","L",1976,37,1
"244",84,83,"83","Friday Jul 9","boxscore","ATL","","NYM","W",5,3,NA,"39-44",5,"13.5","Niekro","Espinosa","Marshall","2:14","N",12871,"+","W",1976,38,1
"245",85,84,"84","Saturday Jul 10","boxscore","ATL","","NYM","L",2,4,NA,"39-45",5,"13.5","Lockwood","Messersmith","","2:45","N",26268,"-","L",1976,39,1
"246",86,85,"85","Sunday Jul 11","boxscore","ATL","","NYM","W",9,8,NA,"40-45",5,"12.5","Dal Canton","Apodaca","","3:05","D",14661,"+","W",1976,40,1
"247",87,86,"86","Thursday Jul 15","boxscore","ATL","@","PIT","L",1,13,NA,"40-46",5,"12.5","Candelaria","Niekro","","2:19","N",10488,"-","L",1976,41,1
"248",88,87,"87","Friday Jul 16","boxscore","ATL","@","PIT","L",2,7,NA,"40-47",5,"13.5","Reuss","Messersmith","","2:00","N",11151,"--","L",1976,41,1
"249",89,88,"88","Saturday Jul 17","boxscore","ATL","@","PIT","W",10,2,NA,"41-47",5,"13.5","Ruthven","Kison","","2:26","D",14776,"+","W",1976,42,1
"250",90,89,"89","Sunday Jul 18","boxscore","ATL","@","NYM","L",0,2,NA,"41-48",5,"14.5","Lolich","Morton","","1:56","D",20147,"-","L",1976,43,1
"251",91,90,"90","Monday Jul 19","boxscore","ATL","@","NYM","W",4,2,NA,"42-48",5,"14.5","Niekro","Swan","Marshall","2:46","N",17473,"+","W",1976,44,1
"252",92,91,"91","Tuesday Jul 20","boxscore","ATL","@","MON","L",3,4,NA,"42-49",5,"14.5","Carrithers","Messersmith","","2:11","N",10423,"-","L",1976,45,1
"253",93,92,"92","Wednesday Jul 21","boxscore","ATL","@","MON","L",3,4,NA,"42-50",5,"15.5","Murray","Dal Canton","","2:33","N",10171,"--","L",1976,45,1
"254",94,93,"93","Thursday Jul 22","boxscore","ATL","@","MON","W",7,1,NA,"43-50",5,"15.0","Morton","Fryman","Dal Canton","2:15","N",11040,"+","W",1976,46,1
"255",95,94,"94","Friday Jul 23","boxscore","ATL","","CIN","L",1,3,NA,"43-51",5,"16.0","Alcala","Niekro","","2:28","N",27423,"-","L",1976,47,1
"256",96,95,"95","Saturday Jul 24 (1)","boxscore","ATL","","CIN","W",5,4,NA,"44-51",5,"16.0","Marshall","Hinton","","2:15","N",0,"+","W",1976,48,1
"257",97,96,"96","Saturday Jul 24 (2)","boxscore","ATL","","CIN","L",3,6,NA,"44-52",5,"16.0","Gullett","LaCorte","Billingham","2:59","N",50419,"-","L",1976,49,1
"258",98,97,"97","Sunday Jul 25","boxscore","ATL","","CIN","L",6,7,NA,"44-53",5,"17.0","Nolan","Dal Canton","Eastwick","2:32","N",19192,"--","L",1976,49,1
"259",99,98,"98","Monday Jul 26","boxscore","ATL","","LAD","L",2,6,NA,"44-54",5,"18.0","Sutton","Morton","","2:41","N",12872,"---","L",1976,49,1
"260",100,99,"99","Wednesday Jul 28","boxscore","ATL","","LAD","W",7,2,NA,"45-54",5,"16.5","Niekro","John","","2:14","N",7021,"+","W",1976,50,1
"261",101,100,"100","Friday Jul 30","boxscore","ATL","@","HOU","W",3,2,NA,"46-54",5,"17.5","Messersmith","Larson","","2:08","N",10869,"++","W",1976,50,1
"262",103,101,"101","Saturday Jul 31 (1)","boxscore","ATL","@","HOU","L",1,2,NA,"46-55",5,"19.0","Richard","Ruthven","","2:03","N",0,"-","L",1976,51,1
"263",104,102,"102","Saturday Jul 31 (2)","boxscore","ATL","@","HOU","L",6,9,NA,"46-56",5,"19.0","Sambito","Dal Canton","Forsch","2:56","N",15927,"--","L",1976,51,1
"264",105,103,"103","Sunday Aug 1","boxscore","ATL","@","HOU","L",0,6,NA,"46-57",5,"20.0","Dierker","Niekro","","2:30","D",10136,"---","L",1976,51,1
"265",106,104,"104","Monday Aug 2 (1)","boxscore","ATL","","SDP","L",3,7,NA,"46-58",5,"21.5","Metzger","Devine","","2:20","D",0,"----","L",1976,51,1
"266",107,105,"105","Monday Aug 2 (2)","boxscore","ATL","","SDP","L",0,7,NA,"46-59",5,"21.5","Sawyer","LaCorte","","2:09","N",4933,"-----","L",1976,51,1
"267",108,106,"106","Tuesday Aug 3","boxscore","ATL","","SDP","W",7,3,NA,"47-59",5,"21.5","Messersmith","Folkers","","2:04","N",3819,"+","W",1976,52,1
"268",109,107,"107","Wednesday Aug 4","boxscore","ATL","","SDP","W-wo",1,0,NA,"48-59",5,"20.5","Ruthven","Jones","","1:58","N",2715,"++","W",1976,52,1
"269",110,108,"108","Thursday Aug 5","boxscore","ATL","","SFG","L",1,2,NA,"48-60",5,"21.5","Barr","Niekro","Moffitt","1:56","N",3884,"-","L",1976,53,1
"270",111,109,"109","Friday Aug 6","boxscore","ATL","","SFG","W",7,0,NA,"49-60",5,"21.5","Morton","Dressler","","2:05","N",6633,"+","W",1976,54,1
"271",112,110,"110","Saturday Aug 7","boxscore","ATL","","SFG","W",4,3,NA,"50-60",5,"21.5","Marshall","Moffitt","","2:15","N",9679,"++","W",1976,54,1
"272",113,111,"111","Sunday Aug 8 (1)","boxscore","ATL","","SFG","W-wo",2,1,NA,"51-60",5,"22.0","Ruthven","Lavelle","","2:19","D",0,"+++","W",1976,54,1
"273",114,112,"112","Sunday Aug 8 (2)","boxscore","ATL","","SFG","L",1,4,NA,"51-61",5,"22.0","Montefusco","LaCorte","","2:10","D",9912,"-","L",1976,55,1
"274",115,113,"113","Tuesday Aug 10","boxscore","ATL","@","PHI","W",2,1,NA,"52-61",5,"21.0","Niekro","Christenson","Devine","2:14","N",30323,"+","W",1976,56,1
"275",116,114,"114","Wednesday Aug 11","boxscore","ATL","@","PHI","L",1,4,NA,"52-62",5,"22.0","Underwood","Morton","Reed","2:21","N",30247,"-","L",1976,57,1
"276",117,115,"115","Thursday Aug 12","boxscore","ATL","@","PHI","W",4,3,NA,"53-62",5,"22.0","LaCorte","Lonborg","Devine","2:45","N",30415,"+","W",1976,58,1
"277",118,116,"116","Friday Aug 13","boxscore","ATL","","STL","L",0,8,NA,"53-63",5,"23.0","Falcone","Ruthven","","2:13","N",12953,"-","L",1976,59,1
"278",119,117,"117","Saturday Aug 14","boxscore","ATL","","STL","L",0,4,NA,"53-64",5,"23.0","Rasmussen","Messersmith","","1:55","N",14467,"--","L",1976,59,1
"279",120,118,"118","Sunday Aug 15","boxscore","ATL","","STL","W",3,2,NA,"54-64",5,"22.0","Niekro","Forsch","","2:01","D",7564,"+","W",1976,60,1
"280",121,119,"119","Monday Aug 16","boxscore","ATL","@","CIN","W",4,3,NA,"55-64",5,"21.0","Morton","Norman","Devine","2:27","N",30276,"++","W",1976,60,1
"281",122,120,"120","Tuesday Aug 17","boxscore","ATL","@","CIN","W",3,2,NA,"56-64",5,"20.0","Devine","Sarmiento","","2:38","N",30890,"+++","W",1976,60,1
"282",123,121,"121","Wednesday Aug 18","boxscore","ATL","@","CIN","L",1,4,NA,"56-65",5,"21.0","Billingham","Ruthven","","2:03","N",29065,"-","L",1976,61,1
"283",124,122,"122","Thursday Aug 19","boxscore","ATL","@","CIN","L-wo",2,3,11,"56-66",5,"22.0","Borbon","Devine","","2:59","N",29718,"--","L",1976,61,1
"284",125,123,"123","Friday Aug 20","boxscore","ATL","@","STL","L",4,6,NA,"56-67",5,"23.0","Rasmussen","Niekro","Greif","2:22","N",14287,"---","L",1976,61,1
"285",126,124,"124","Saturday Aug 21","boxscore","ATL","@","STL","W",6,2,NA,"57-67",5,"22.0","Morton","Forsch","Devine","2:26","N",18032,"+","W",1976,62,1
"286",127,125,"125","Sunday Aug 22","boxscore","ATL","@","STL","L",0,8,NA,"57-68",5,"23.0","McGlothen","LaCorte","","2:05","D",22109,"-","L",1976,63,1
"287",128,126,"126","Monday Aug 23","boxscore","ATL","","PHI","L",2,4,NA,"57-69",5,"23.0","Lonborg","Ruthven","McGraw","2:02","N",11600,"--","L",1976,63,1
"288",129,127,"127","Tuesday Aug 24","boxscore","ATL","","PHI","L",3,14,NA,"57-70",5,"23.0","Carlton","Messersmith","","2:22","N",25156,"---","L",1976,63,1
"289",130,128,"128","Wednesday Aug 25","boxscore","ATL","","PHI","W",5,1,NA,"58-70",5,"22.5","Niekro","Christenson","","2:12","N",7514,"+","W",1976,64,1
"290",131,129,"129","Friday Aug 27","boxscore","ATL","@","CHC","L",4,9,NA,"58-71",5,"23.0","Bonham","LaCorte","","2:48","D",8131,"-","L",1976,65,1
"291",132,130,"130","Saturday Aug 28","boxscore","ATL","@","CHC","L",2,5,NA,"58-72",5,"24.0","Renko","Ruthven","Sutter","2:12","D",15374,"--","L",1976,65,1
"292",133,131,"131","Sunday Aug 29","boxscore","ATL","@","CHC","L",2,3,NA,"58-73",5,"25.0","Burris","Niekro","","1:52","D",18811,"---","L",1976,65,1
"293",134,132,"132","Tuesday Aug 31","boxscore","ATL","","CHC","W",5,3,NA,"59-73",5,"24.5","LaCorte","Reuschel","Devine","2:21","N",2634,"+","W",1976,66,1
"294",135,133,"133","Wednesday Sep 1","boxscore","ATL","","CHC","L",5,7,14,"59-74",5,"24.5","Knowles","Capra","Reuschel","3:33","N",1729,"-","L",1976,67,1
"295",136,134,"134","Friday Sep 3","boxscore","ATL","","CIN","L",5,10,NA,"59-75",5,"25.5","Eastwick","Devine","","2:38","N",8140,"--","L",1976,67,1
"296",137,135,"135","Saturday Sep 4","boxscore","ATL","","CIN","L",1,5,NA,"59-76",5,"26.5","Zachry","LaCorte","","2:21","N",15252,"---","L",1976,67,1
"297",138,136,"136","Sunday Sep 5","boxscore","ATL","","CIN","L",4,6,NA,"59-77",5,"27.5","Sarmiento","Ruthven","Borbon","2:31","D",14103,"----","L",1976,67,1
"298",139,137,"137","Monday Sep 6","boxscore","ATL","@","SFG","L",3,4,NA,"59-78",6,"28.5","Lavelle","Dal Canton","Caldwell","2:44","D",4513,"-----","L",1976,67,1
"299",140,138,"138","Tuesday Sep 7","boxscore","ATL","@","SFG","L",3,6,NA,"59-79",6,"28.5","Barr","Niekro","Toms","2:09","N",1452,"------","L",1976,67,1
"300",141,139,"139","Wednesday Sep 8","boxscore","ATL","@","SDP","W",3,1,10,"60-79",6,"28.5","Leon","Johnson","","2:40","N",4649,"+","W",1976,68,1
"301",142,140,"140","Thursday Sep 9","boxscore","ATL","@","SDP","L-wo",3,4,NA,"60-80",6,"29.5","Metzger","Beard","","2:15","N",3025,"-","L",1976,69,1
